	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_22847	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22848	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22849	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22850	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22851	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22852	0	0	0	0	3	0	2	0	0	0	0	0
ASV_22853	0	0	0	0	3	0	0	2	0	0	0	0
ASV_22854	0	0	0	0	3	0	0	2	0	0	0	0
ASV_22855	0	0	0	0	2	3	0	0	0	0	0	0
ASV_22856	0	0	0	0	1	0	0	3	0	0	1	0
ASV_22857	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22858	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22859	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22860	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22861	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22862	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22863	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22864	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22865	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22866	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22867	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22868	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22869	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22870	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22871	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22872	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22873	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22874	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22875	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22876	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22877	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22878	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22879	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22880	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22881	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22882	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22883	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22884	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22885	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22886	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22887	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22888	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22889	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22890	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22891	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22892	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22893	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22894	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22895	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22896	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22897	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22898	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22899	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22900	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22901	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22902	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22903	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22904	0	0	0	0	0	5	0	0	0	0	0	0
ASV_22905	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22906	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22907	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22908	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22909	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22910	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22911	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22912	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22913	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22914	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22915	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22916	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22917	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22918	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22919	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22920	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22921	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22922	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22923	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22924	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22925	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22926	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22927	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22928	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22929	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22930	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22931	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22932	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22933	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22934	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22935	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22936	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22937	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22938	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22939	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22940	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22941	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22942	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22943	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22944	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22945	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22946	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22947	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22948	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22949	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22950	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22951	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22952	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22953	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22954	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22955	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22956	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22957	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22958	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22959	0	0	0	0	0	0	5	0	0	0	0	0
ASV_22960	0	0	0	0	0	0	4	0	1	0	0	0
ASV_22961	0	0	0	0	0	0	2	0	3	0	0	0
ASV_22962	0	0	0	0	0	0	2	0	0	0	0	3
ASV_22963	0	0	0	0	0	0	1	0	0	1	2	1
ASV_22964	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22965	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22966	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22967	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22968	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22969	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22970	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22971	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22972	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22973	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22974	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22975	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22976	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22977	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22978	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22979	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22980	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22981	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22982	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22983	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22984	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22985	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22986	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22987	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22988	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22989	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22990	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22991	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22992	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22993	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22994	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22995	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22996	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22997	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22998	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22999	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23000	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23001	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23002	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23003	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23004	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23005	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23006	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23007	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23008	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23009	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23010	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23011	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23012	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23013	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23014	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23015	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23016	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23017	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23018	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23019	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23020	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23021	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23022	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23023	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23024	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23025	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23026	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23027	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23028	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23029	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23030	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23031	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23032	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23033	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23034	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23035	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23036	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23037	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23038	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23039	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23040	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23041	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23042	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23043	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23044	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23045	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23046	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23047	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23048	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23049	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23050	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23051	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23052	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23053	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23054	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23055	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23056	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23057	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23058	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23059	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23060	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23061	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23062	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23063	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23064	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23065	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23066	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23067	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23068	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23069	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23070	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23071	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23072	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23073	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23074	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23075	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23076	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23077	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23078	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23079	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23080	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23081	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23082	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23083	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23084	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23085	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23086	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23087	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23088	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23089	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23090	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23091	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23092	0	0	0	0	0	0	0	5	0	0	0	0
ASV_23093	0	0	0	0	0	0	0	3	0	0	2	0
ASV_23094	0	0	0	0	0	0	0	3	2	0	0	0
ASV_23095	0	0	0	0	0	0	0	2	0	3	0	0
ASV_23096	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23097	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23098	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23099	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23100	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23101	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23102	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23103	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23104	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23105	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23106	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23107	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23108	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23109	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23110	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23111	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23112	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23113	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23114	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23115	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23116	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23117	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23118	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23119	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23120	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23121	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23122	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23123	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23124	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23125	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23126	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23127	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23128	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23129	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23130	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23131	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23132	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23133	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23134	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23135	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23136	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23137	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23138	0	0	0	0	0	0	0	0	5	0	0	0
ASV_23139	0	0	0	0	0	0	0	0	1	1	0	3
ASV_23140	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23141	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23142	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23143	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23144	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23145	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23146	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23147	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23148	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23149	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23150	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23151	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23152	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23153	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23154	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23155	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23156	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23157	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23158	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23159	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23160	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23161	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23162	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23163	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23164	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23165	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23166	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23167	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23168	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23169	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23170	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23171	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23172	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23173	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23174	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23175	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23176	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23177	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23178	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23179	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23180	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23181	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23182	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23183	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23184	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23185	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23186	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23187	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23188	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23189	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23190	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23191	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23192	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23193	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23194	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23195	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23196	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23197	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23198	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23199	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23200	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23201	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23202	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23203	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23204	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23205	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23206	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23207	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23208	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23209	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23210	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23211	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23212	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23213	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23214	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23215	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23216	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23217	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23218	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23219	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23220	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23221	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23222	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23223	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23224	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23225	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23226	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23227	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23228	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23229	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23230	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23231	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23232	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23233	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23234	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23235	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23236	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23237	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23238	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23239	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23240	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23241	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23242	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23243	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23244	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23245	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23246	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23247	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23248	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23249	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23250	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23251	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23252	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23253	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23254	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23255	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23256	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23257	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23258	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23259	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23260	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23261	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23262	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23263	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23264	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23265	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23266	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23267	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23268	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23269	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23270	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23271	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23272	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23273	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23274	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23275	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23276	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23277	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23278	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23279	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23280	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23281	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23282	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23283	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23284	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23285	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23286	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23287	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23288	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23289	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23290	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23291	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23292	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23293	0	0	0	0	0	0	0	0	0	5	0	0
ASV_23294	0	0	0	0	0	0	0	0	0	5	0	0
